pub_sourceid,sourcetitle,AJSC_Codes
21100208066,Journal of Oral Microbiology,2725
17226,Journal of Medical Ultrasound,2741
15600154706,Netherlands Journal of Critical Care,2706
15125,Archivos de la Sociedad Espanola de Oftalmologia,2731
25981,Hematology / the Education Program of the American Society of Hematology. American Society of Hematology. Education Program,2720
21756,Lasers in Surgery and Medicine,2746
19700175225,Clinical Respiratory Journal,2716
14839,Bioelectromagnetics,1304
19700174630,Journal of the Intensive Care Society,2906
17859,Radiologic Clinics of North America,2741
25545,Diabetes Technology and Therapeutics,2712
25290,International Journal of Drug Policy,2719
19400157120,Circulation: Cardiovascular Imaging,2741
22379,International Journal for Parasitology,2725
17990,Neuropathology and Applied Neurobiology,2728
18017,Neuropsychopharmacology,3004
15739,Pediatric Infectious Disease Journal,2725
26786,Clinical Chemistry,1308
20618,Stroke,2728
21100207003,Theranostics,3001
19248,Thoracic and Cardiovascular Surgeon,2740
20920,Microscopy Research and Technique,2722
19700166901,Fungal Biology,1311
23709,Journal of Medical Internet Research,2718
4000148206,Journal of Neurologic Physical Therapy,3612
27087,American Journal of Therapeutics,2736
25368,Seminars in Liver Disease,2721
21100451659,Infectious Diseases,2725
78905,Research and Practice for Persons with Severe Disabilities,3600
29927,Japanese Journal of Clinical Oncology,1306
17223,Journal of Digital Imaging,3614
19303,Xenotransplantation,2403
21100222534,NeuroImage: Clinical,2805
12653,Nutrition Journal,2916
12403,Medical Oncology,1306
14018,Human Movement Science,1304
21284,Journal of Reproductive Immunology,2729
25467,"Blood Cells, Molecules, and Diseases",2720
21100394256,European Journal of Psychotraumatology,2738
24835,Indian Journal of Dermatology,2708
21100466866,Journal of Therapeutic Ultrasound,2741
29997,Asia Pacific Journal of Clinical Nutrition,2916
19700170905,Journal of Atrial Fibrillation,2705
21100242616,Sleep Science,2802
5800173394,Current Drug Therapy,2736
4000151902,Journal of the Canadian Academy of Child and Adolescent Psychiatry,2735
25935,Cytotherapy,1307
17500155156,Early Intervention in Psychiatry,2803
15452,Journal of Counseling Psychology,3203
26649,Neuroendocrinology,2807
21114,European Journal of Pediatric Surgery,2746
14183,Aphasiology,2912
4700152612,Current Nanoscience,1305
18004,American Journal of Respiratory Cell and Molecular Biology,1307
18520,Cytopathology,2734
130052,Journal of the American College of Radiology,2741
21100461914,LGBT Health,2739
130116,Theoretical Biology and Medical Modelling,2718
6500153248,Victims and Offenders,3306
23710,Journal of Medical Systems,1710
15900,Journal of Extra-Corporeal Technology,3601
19700169102,Journal of Stem Cells,1307
4700152462,Physics of Particles and Nuclei Letters,3108
29873,International Journal of Cancer,1306
13543,Reproduction,2743
24223,Advances in Skin and Wound Care,2708
12100157014,Diagnostic Histopathology,2734
11000153729,Professional Case Management,2903
21744,Planta Medica,3003
19700202609,Autoimmunity Highlights,2403
14200154739,Journal of Echocardiography,2741
15962,Journal of Medical Ethics,2910
12552,Oncology,1306
19841,Social Psychiatry and Psychiatric Epidemiology,3207
17552,Acta Neuropathologica,2734
19064,Resuscitation,2705
15452,Journal of Counseling Psychology,2738
16664,Journal of Behavioral Medicine,3200
21100440520,EJNMMI Physics,3108
36956,"Culture, Medicine and Psychiatry",1201
5700191214,Molecular Neurodegeneration,1312
20238,"Journal of Microbiology, Immunology and Infection",2726
21397,Acta Anaesthesiologica Scandinavica,2703
26157,Journal of Bone and Mineral Metabolism,2712
25392,World Journal of Gastroenterology,2715
21100239265,PharmaNutrition,2736
12978,Prehospital Emergency Care,2907
29515,Radiation Research,3108
12000154553,Journal of Otolaryngology - Head and Neck Surgery,2746
58705,"Psychology, Health and Medicine",2738
19200157106,Journal of Addiction Medicine,2738
17400154810,Radiological Physics and Technology,2741
9500153922,American Journal of Reproductive Immunology,2743
19700175102,Tropical Medicine and Health,2725
19700175102,Tropical Medicine and Health,2739
21100241219,JACC: Heart Failure,2705
4700152872,Journal of NeuroImmune Pharmacology,2723
21100203112,"Philosophy, Psychiatry and Psychology",2738
15871,Journal of Clinical Microbiology,2726
21100329539,Journal of Eating Disorders,2802
5300152517,International Journal on Disability and Human Development,3616
17969,Neurology India,2808
29775,Cochrane Database of Systematic Reviews,2736
28771,Bulletin du Cancer,1306
21355,Expert Review of Anticancer Therapy,2730
19248,Thoracic and Cardiovascular Surgeon,2746
19700201524,Stem Cell Research and Therapy,1301
19700201524,Stem Cell Research and Therapy,1313
80280,Biochimica et Biophysica Acta - Reviews on Cancer,1311
21100211335,Paediatrics and international child health,2735
19700175906,Diabetes Therapy,2712
19660,"Comparative Immunology, Microbiology and Infectious Diseases",3400
19900191617,International Journal of Culture and Mental Health,3316
14097,European Eating Disorders Review,3203
13742,International Tinnitus Journal,2733
21100398887,Journal of Stroke,2705
93879,Journal of Child and Adolescent Psychiatric Nursing,2738
21911,Journal of Neurosurgical Anesthesiology,2746
21100268079,Journal of Cancer Policy,2719
21100203113,Comprehensive Physiology,1314
13682,European Archives of Oto-Rhino-Laryngology,2733
19912,Physical Therapy in Sport,2732
15774,Mycoses,2708
17641,Prehospital and Disaster Medicine,2907
14166,Journal of Health Economics,2719
19279,Transplantation Proceedings,2747
28679,British Journal of General Practice,2714
27467,Gynecologic Oncology,2729
18000,American Journal of Respiratory and Critical Care Medicine,2740
28478,Aging and Mental Health,2717
7600153113,Breastfeeding Medicine,2719
14478,Journal of Cataract and Refractive Surgery,2731
24060,Journal of Radioanalytical and Nuclear Chemistry,1607
14126,Lipids in Health and Disease,1310
16102,Human Psychopharmacology,2738
3900148612,Journal of Clinical Sleep Medicine,2740
21100416147,Reproductive Biomedicine and Society Online,3316
5700167235,International Journal of Consumer Studies,3202
25963,Haemophilia,2716
19600161903,Molecular Oral Microbiology,2403
20717,Epidemiology,2713
14179,Annals of Neurology,2808
17478,Topics in Spinal Cord Injury Rehabilitation,3612
26160,Journal of Diabetes and its Complications,1310
27087,American Journal of Therapeutics,3004
21100201053,Clinical Ethics,1211
21100349562,Aging and Disease,2734
21100217628,Journal of Developmental Origins of Health and Disease,2701
21658,Journal of Cranio-Maxillo-Facial Surgery,2733
4000150503,American Journal of Health Education,3306
21100403902,Metabolites,2712
24413,Community Dentistry and Oral Epidemiology,2739
4000148901,Congenital Heart Disease,2741
26792,Clinics in Laboratory Medicine,2704
17665,Preventive Medicine,2713
25472,Blood Reviews,2730
14951,Clinical Pediatric Emergency Medicine,2735
21100203503,Acta Informatica Medica,2700
20570,Chemotherapy,2730
13220,European Journal of Health Law,2719
21100278308,"Microscopy (Oxford, England)",2741
20186,Transfusion,2403
24868,Journal of Investigative Dermatology,1312
15645,Journal of Health and Social Behavior,3207
21267,Journal of Allergy and Clinical Immunology,2723
23454,Journal of Applied Physiology,2737
14311,Otolaryngology - Head and Neck Surgery,2746
11500153509,Journal of Oncology Practice,2917
28300,Digestive Diseases and Sciences,1314
21100787508,Journal of Global Health,2719
14143,Experimental Aging Research,1302
21887,European Journal of Anaesthesiology,2703
21100255082,International Journal of Integrated Care,3312
11600153403,Disaster Medicine and Public Health Preparedness,2739
20000195097,Multiple Sclerosis and Related Disorders,2808
12239,Journal of Orthopaedic Research,2732
12005,Journal of Traumatic Stress,3203
14352,Brain Topography,2808
20638,Texas Heart Institute Journal,2705
19700188148,Footwear Science,3307
130029,Journal of Sexual Medicine,2748
5800228211,European Physical Education Review,3612
4900153304,Archives of Environmental and Occupational Health,3005
13517,Ultrasonics Sonochemistry,1501
20624,Clinical Pharmacokinetics,2736
25932,Current Opinion in Hematology,2720
20863,Trends in Parasitology,2725
130118,Canadian Journal of Infectious Diseases and Medical Microbiology,2725
21100390407,Journal of Biomedical Physics and Engineering,3614
23069,Clinical and Experimental Hypertension,2724
29293,Clinical Reviews in Bone and Mineral Metabolism,2732
17601,Journal of Clinical Biochemistry and Nutrition,2701
28717,Bulletin of the History of Medicine,1202
20235,Journal of Microbiological Methods,1312
22041,Emotional and Behavioural Difficulties,3203
19700175236,Updates in Surgery,2746
19700175091,ClinicoEconomics and Outcomes Research,2001
14991,European Journal of Paediatric Neurology,2728
40970,"Magnetic Resonance Materials in Physics, Biology, and Medicine",1304
19894,Medicine and Science in Sports and Exercise,3612
29559,Journals of Gerontology - Series A Biological Sciences and Medical Sciences,2717
14609,Ophthalmic Plastic and Reconstructive Surgery,2731
19196,Surgical Endoscopy,2746
18701,Psychiatric Rehabilitation Journal,3601
15402,Journal of Child Psychology and Psychiatry and Allied Disciplines,2738
22470,Asian Cardiovascular and Thoracic Annals,2740
19700187304,Indian Journal of Anaesthesia,2703
145178,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",2738
5700191215,Infectious Agents and Cancer,2713
15000154803,Therapeutic Advances in Cardiovascular Disease,2736
19841,Social Psychiatry and Psychiatric Epidemiology,2738
27544,Archives of Medical Research,2700
25231,American Journal on Addictions,2738
3500148010,Current HIV/AIDS Reports,2406
19700174911,Medical Acupuncture,2707
16500154708,Annals of Physical and Rehabilitation Medicine,2742
18439,Cell and Tissue Banking,2204
21239,Drugs,2736
12020,"Anxiety, Stress and Coping",2738
21100463103,Advances in Wound Care,2706
14102,Journal of Steroid Biochemistry and Molecular Biology,1310
21100211328,Caspian Journal of Internal Medicine,2724
20570,Chemotherapy,2736
19684,Criminology,2734
98416,Tuberculosis and Respiratory Diseases,2740
5800173386,Current Drug Safety,2736
21100275443,Frontiers in Oncology,2730
19700181403,Pharmaceutical Outsourcing,2719
4900152601,Sport Sciences for Health,2732
6300153105,Current Opinion in HIV and AIDS,2406
27045,American Journal of Clinical Pathology,2734
15599,Neuropediatrics,2728
15546,European Archives of Psychiatry and Clinical Neuroscience,2736
15548,European Child and Adolescent Psychiatry,2738
18446,Cell and Tissue Research,2734
4400151731,Future Cardiology,2705
21100232417,"G3: Genes, Genomes, Genetics",2716
21684,Journal of Heart and Lung Transplantation,2746
25935,Cytotherapy,2403
23741,Hypertension,2724
23029,Retrovirology,2406
6000195388,Journal of Physical Activity and Health,2732
12600154709,Geriatrics and Gerontology International,2909
15770,Physical and Occupational Therapy in Pediatrics,2742
27214,Journal of Applied Clinical Medical Physics,3105
21100466864,Journal for ImmunoTherapy of Cancer,1313
12211,Journal of Bone and Mineral Research,2732
21359,Seminars in Immunology,2723
20515,Seminars in Nephrology,2727
19700201534,Beneficial microbes,2726
21100239606,Therapeutic Innovation and Regulatory Science,2736
19664,Criminal Justice and Behavior,2734
29309,Critical Reviews in Oncology/Hematology,2720
144977,Homicide Studies,3201
17223,Journal of Digital Imaging,2741
21100235630,Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2808
15029,Dementia and Geriatric Cognitive Disorders,2738
21369,Expert Review of Molecular Diagnostics,2734
24043,Journal of Labelled Compounds and Radiopharmaceuticals,1607
33784,American Journal of Physical Anthropology,2702
12982,Prosthetics and Orthotics International,3601
26617,European Journal of Internal Medicine,2724
21541,Policing,2734
21147,Gefasschirurgie,2705
38787,Journal of Investigational Allergology and Clinical Immunology,2403
20815,Immunology and Allergy Clinics of North America,2403
13741,International Journal of Pediatric Otorhinolaryngology,2735
22234,Hereditas,2700
13433,Healthcare Management Forum,2719
27592,Arthritis Research and Therapy,2403
145178,"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",2716
22570,Cardiovascular Research,2737
26649,Neuroendocrinology,2712
6000161177,HERD,2706
52429,"Journal of Endocrinology, Metabolism and Diabetes of South Africa",1310
26073,Stem Cells and Development,1307
21100773851,Journal of Gastrointestinal Oncology,2730
16705,Journal of Emotional and Behavioral Disorders,3203
13213,European Journal of Epidemiology,2713
15594,Journal of Biosocial Science,3300
18622,Pulmonary Pharmacology and Therapeutics,2736
23092,Revista da Sociedade Brasileira de Medicina Tropical,2726
13205,Urologic Oncology,2730
15800154701,PM and R,2808
30082,Archives of Gynecology and Obstetrics,2729
12628,Oral Oncology,1306
22982,Journal of Cardiovascular Pharmacology and Therapeutics,2705
12550,BMC Pregnancy and Childbirth,2729
21100414802,Genes and Diseases,2716
4700152462,Physics of Particles and Nuclei Letters,3107
19700184600,Acta Ophthalmologica,2731
14287,Behavioural Neurology,3206
29865,Indian Journal of Cancer,2730
19700175052,Clinical Epidemiology,2713
5800207419,Tizard Learning Disability Review,3204
13703,Biology of Reproduction,1307
17271,Medical Image Analysis,1704
19800188012,Journal of Morphological Sciences,2702
33502,Acupuncture and Electro-Therapeutics Research,2800
18400156712,Journal of Smoking Cessation,2738
19085,Sarcoidosis Vasculitis and Diffuse Lung Diseases,2740
22338,Hospital Pharmacy,3611
4500151524,Acta Ortopedica Brasileira,2742
27063,American Journal of Preventive Medicine,2713
